id	level	name	description	desc_add1	desc_add2
82	222	a,Majesty\0	a,Increases P. Def. by 18% and decreases Evasion by 6 for 8 minutes 40 seconds. Enchant Time: Increases duration. Effect 3.\0	a,+22 Time\0	a,Increases the effect's duration by 10 seconds.\0
82	223	a,Majesty\0	a,Increases P. Def. by 19% and decreases Evasion by 6 for 8 minutes 50 seconds. Enchant Time: Increases duration. Effect 3.\0	a,+23 Time\0	a,Increases the effect's duration by 10 seconds.\0
82	224	a,Majesty\0	a,Increases P. Def. by 19% and decreases Evasion by 9 for 6 minutes. Enchant Time: Increases duration. Effect 3.\0	a,+24 Time\0	a,Increases the effect's duration by 10 seconds.\0
82	225	a,Majesty\0	a,Increases P. Def. by 19% and decreases Evasion by 6 for 9 minutes 10 seconds. Enchant Time: Increases duration. Effect 3.\0	a,+25 Time\0	a,Increases the effect's duration by 10 seconds.\0
82	226	a,Majesty\0	a,Increases P. Def. by 19% and decreases Evasion by 6 for 9 minutes 20 seconds. Enchant Time: Increases duration. Effect 3.\0	a,+26 Time\0	a,Increases the effect's duration by 10 seconds.\0
82	227	a,Majesty\0	a,Increases P. Def. by 19% and decreases Evasion by 6 for 9 minutes 30 seconds. Enchant Time: Increases duration. Effect 3.\0	a,+27 Time\0	a,Increases the effect's duration by 10 seconds.\0
82	228	a,Majesty\0	a,Increases P. Def. by 19% and decreases Evasion by 6 for 9 minutes 40 seconds. Enchant Time: Increases duration. Effect 3.\0	a,+28 Time\0	a,Increases the effect's duration by 10 seconds.\0
82	229	a,Majesty\0	a,Increases P. Def. by 19% and decreases Evasion by 6 for 9 minutes 50 seconds. Enchant Time: Increases duration. Effect 3.\0	a,+29 Time\0	a,Increases the effect's duration by 10 seconds.\0
82	230	a,Majesty\0	a,Increases P. Def. by 20% and decreases Evasion by 10 for 6 minutes. Enchant Time: Increases duration. Effect 3.\0	a,+30 Time\0	a,Increases the effect's duration by 10 seconds.\0
91	1	a,Defense Aura\0	a,Increases P. Def. by 8% for 20 minutes.\0	a,none\0	a,none\0
91	2	a,Defense Aura\0	a,Increases P. Def. by 12% for 20 minutes.\0	a,none\0	a,none\0
92	1	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	2	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	3	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	4	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	5	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	6	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	7	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	8	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	9	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	10	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	11	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	12	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	13	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	14	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	15	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	16	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	17	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	18	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	19	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	20	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	21	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	22	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	23	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	24	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	25	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	26	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	27	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	28	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	29	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	30	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	31	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	32	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	33	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	34	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	35	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	36	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	37	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	38	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	39	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	40	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	41	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	42	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	43	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	44	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	45	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	46	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	47	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	48	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	49	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	50	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	51	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	52	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield.\0	a,none\0	a,none\0
92	101	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+1 Recycle\0	a,Decreases re-use time by 0.5 seconds.\0
92	102	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+2 Recycle\0	a,Decreases re-use time.\0
92	103	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+3 Recycle\0	a,Decreases re-use time.\0
92	104	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+4 Recycle\0	a,Decreases re-use time.\0
92	105	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+5 Recycle\0	a,Decreases re-use time.\0
92	106	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+6 Recycle\0	a,Decreases re-use time.\0
92	107	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+7 Recycle\0	a,Decreases re-use time.\0
92	108	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+8 Recycle\0	a,Decreases re-use time.\0
92	109	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+9 Recycle\0	a,Decreases re-use time.\0
92	110	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+10 Recycle\0	a,Decreases re-use time.\0
92	111	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+11 Recycle\0	a,Decreases re-use time by 0.5 seconds.\0
92	112	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+12 Recycle\0	a,Decreases re-use time.\0
92	113	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+13 Recycle\0	a,Decreases re-use time.\0
92	114	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+14 Recycle\0	a,Decreases re-use time.\0
92	115	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+15 Recycle\0	a,Decreases re-use time.\0
92	116	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+16 Recycle\0	a,Decreases re-use time.\0
92	117	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+17 Recycle\0	a,Decreases re-use time.\0
92	118	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+18 Recycle\0	a,Decreases re-use time.\0
92	119	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+19 Recycle\0	a,Decreases re-use time.\0
92	120	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+20 Recycle\0	a,Decreases re-use time by 0.5 seconds.\0
92	121	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+21 Recycle\0	a,Decreases re-use time.\0
92	122	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+22 Recycle\0	a,Decreases re-use time.\0
92	123	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+23 Recycle\0	a,Decreases re-use time.\0
92	124	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+24 Recycle\0	a,Decreases re-use time.\0
92	125	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+25 Recycle\0	a,Decreases re-use time.\0
92	126	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+26 Recycle\0	a,Decreases re-use time.\0
92	127	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+27 Recycle\0	a,Decreases re-use time.\0
92	128	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+28 Recycle\0	a,Decreases re-use time.\0
92	129	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+29 Recycle\0	a,Decreases re-use time.\0
92	130	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Recycle: Decreases re-use time.\0	a,+30 Recycle\0	a,Decreases re-use time by 0.5 seconds.\0
92	201	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 10 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+1 Time\0	a,Increases the effect's duration by 1 second.\0
92	202	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 10 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+2 Time\0	a,Increases the effect's duration.\0
92	203	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 11 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+3 Time\0	a,Increases the effect's duration by 1 second.\0
92	204	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 11 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+4 Time\0	a,Increases the effect's duration.\0
92	205	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 11 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+5 Time\0	a,Increases the effect's duration.\0
92	206	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 12 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+6 Time\0	a,Increases the effect's duration by 1 second.\0
92	207	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 12 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+7 Time\0	a,Increases the effect's duration.\0
92	208	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 12 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+8 Time\0	a,Increases the effect's duration.\0
92	209	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 13 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+9 Time\0	a,Increases the effect's duration by 1 second.\0
92	210	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 13 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+10 Time\0	a,Increases the effect's duration.\0
92	211	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 13 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+11 Time\0	a,Increases the effect's duration.\0
92	212	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 14 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+12 Time\0	a,Increases the effect's duration by 1 second.\0
92	213	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 14 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+13 Time\0	a,Increases the effect's duration.\0
92	214	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 14 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+14 Time\0	a,Increases the effect's duration.\0
92	215	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 15 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+15 Time\0	a,Increases the effect's duration by 1 second.\0
92	216	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 15 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+16 Time\0	a,Increases the effect's duration.\0
92	217	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 15 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+17 Time\0	a,Increases the effect's duration.\0
92	218	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 16 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+18 Time\0	a,Increases the effect's duration by 1 second.\0
92	219	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 16 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+19 Time\0	a,Increases the effect's duration.\0
92	220	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 16 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+20 Time\0	a,Increases the effect's duration.\0
92	221	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 17 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+21 Time\0	a,Increases the effect's duration by 1 second.\0
92	222	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 17 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+22 Time\0	a,Increases the effect's duration.\0
92	223	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 17 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+23 Time\0	a,Increases the effect's duration.\0
92	224	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 18 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+24 Time\0	a,Increases the effect's duration by 1 second.\0
92	225	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 18 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+25 Time\0	a,Increases the effect's duration.\0
92	226	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 18 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+26 Time\0	a,Increases the effect's duration.\0
92	227	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 19 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+27 Time\0	a,Increases the effect's duration by 1 second.\0
92	228	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 19 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+28 Time\0	a,Increases the effect's duration.\0
92	229	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 19 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+29 Time\0	a,Increases the effect's duration.\0
92	230	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 20 seconds. Requires a shield. Enchant Time: Increases duration.\0	a,+30 Time\0	a,Increases the effect's duration by 1 second.\0
92	301	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 2.\0	a,+1 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	302	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 4.\0	a,+2 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	303	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 5.\0	a,+3 Weaken Fire\0	a,Weakens the target's Fire Resistance by 1.\0
92	304	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 7.\0	a,+4 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	305	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 9.\0	a,+5 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	306	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 10.\0	a,+6 Weaken Fire\0	a,Weakens the target's Fire Resistance by 1.\0
92	307	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 12.\0	a,+7 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	308	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 14.\0	a,+8 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	309	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 15.\0	a,+9 Weaken Fire\0	a,Weakens the target's Fire Resistance by 1.\0
92	310	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 17.\0	a,+10 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	311	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 18.\0	a,+11 Weaken Fire\0	a,Weakens the target's Fire Resistance by 1.\0
92	312	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 20.\0	a,+12 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	313	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 22.\0	a,+13 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	314	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 23.\0	a,+14 Weaken Fire\0	a,Weakens the target's Fire Resistance by 1.\0
92	315	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 25.\0	a,+15 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	316	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 27.\0	a,+16 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	317	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 28.\0	a,+17 Weaken Fire\0	a,Weakens the target's Fire Resistance by 1.\0
92	318	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 30.\0	a,+18 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	319	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 32.\0	a,+19 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	320	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 33.\0	a,+20 Weaken Fire\0	a,Weakens the target's Fire Resistance by 1.\0
92	321	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 35.\0	a,+21 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	322	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 36.\0	a,+22 Weaken Fire\0	a,Weakens the target's Fire Resistance by 1.\0
92	323	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 38.\0	a,+23 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	324	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 40.\0	a,+24 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	325	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 41.\0	a,+25 Weaken Fire\0	a,Weakens the target's Fire Resistance by 1.\0
92	326	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 43.\0	a,+26 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	327	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 45.\0	a,+27 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	328	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 46.\0	a,+28 Weaken Fire\0	a,Weakens the target's Fire Resistance by 1.\0
92	329	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 48.\0	a,+29 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	330	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Fire: Weakens the target's Fire Resistance by 50.\0	a,+30 Weaken Fire\0	a,Weakens the target's Fire Resistance by 2.\0
92	401	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Water: Weakens the target's Water Resistance by 2.\0	a,+1 Weaken Water\0	a,Weakens the target's Water Resistance by 2.\0
92	402	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Water: Weakens the target's Water Resistance by 4.\0	a,+2 Weaken Water\0	a,Weakens the target's Water Resistance by 2.\0
92	403	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Water: Weakens the target's Water Resistance by 5.\0	a,+3 Weaken Water\0	a,Weakens the target's Water Resistance by 1.\0
92	404	a,Shield Stun\0	a,Makes an attack with a shield, stunning the target for 9 seconds. Requires a shield. Enchant Weaken Water: Weakens the target's Water Resistance by 7.\0	a,+4 Weaken Water\0	a,Weakens the target's Water Resistance by 2.\0
