skill_id	skill_level	oper_type	mp_consume	cast_range	cast_style	UNK_0	hit_time	is_magic	ani_char	desc	icon_name	icon_name2	is_ench	ench_skill_id	hp_consume	nonetext1	UNK_1	UNK_2	UNK_3	UNK_4	nonetext2
276	115	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	116	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	117	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	118	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	119	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	120	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	121	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	122	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	123	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	124	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	125	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	126	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	127	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	128	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	129	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	130	2	1	60	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,time\0	0	8	10	0	a,none\0
276	201	2	1	58	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	202	2	1	57	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	203	2	1	56	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	204	2	1	55	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	205	2	1	53	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	206	2	1	52	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	207	2	1	51	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	208	2	1	50	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	209	2	1	48	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	210	2	1	47	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	211	2	1	46	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	212	2	1	45	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	213	2	1	43	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	214	2	1	42	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	215	2	1	41	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	216	2	1	40	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	217	2	1	39	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	218	2	1	37	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	219	2	1	36	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	220	2	1	35	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	221	2	1	34	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	222	2	1	32	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	223	2	1	31	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	224	2	1	30	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	225	2	1	29	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	226	2	1	27	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	227	2	1	26	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	228	2	1	25	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	229	2	1	24	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
276	230	2	1	22	4294967295	1	2.50000000	3	N	276	icon.skill0276		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	1	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	0	0	a,none\0	0	8	10	0	a,none\0
277	101	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	102	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	103	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	104	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	105	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	106	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	107	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	108	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	109	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	110	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	111	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	112	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	113	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	114	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	115	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	116	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	117	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	118	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	119	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	120	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	121	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	122	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	123	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	124	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	125	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	126	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	127	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	128	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	129	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	130	2	1	60	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,time\0	0	8	10	0	a,none\0
277	201	2	1	58	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	202	2	1	57	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	203	2	1	56	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	204	2	1	55	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	205	2	1	53	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	206	2	1	52	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	207	2	1	51	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	208	2	1	50	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	209	2	1	48	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	210	2	1	47	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	211	2	1	46	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	212	2	1	45	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	213	2	1	43	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	214	2	1	42	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	215	2	1	41	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	216	2	1	40	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	217	2	1	39	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	218	2	1	37	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	219	2	1	36	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	220	2	1	35	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	221	2	1	34	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	222	2	1	32	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	223	2	1	31	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	224	2	1	30	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	225	2	1	29	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	226	2	1	27	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	227	2	1	26	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	228	2	1	25	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	229	2	1	24	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
277	230	2	1	22	4294967295	1	2.50000000	3	N	277	icon.skill0277		0	1	1	a,cost\0	0	8	10	0	a,none\0
278	1	1	0	44	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	0	0	a,none\0	0	8	10	0	a,none\0
278	2	1	0	50	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	0	0	a,none\0	0	8	10	0	a,none\0
278	3	1	0	55	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	0	0	a,none\0	0	8	10	0	a,none\0
278	4	1	0	60	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	0	0	a,none\0	0	8	10	0	a,none\0
278	5	1	0	64	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	0	0	a,none\0	0	8	10	0	a,none\0
278	6	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	0	0	a,none\0	0	8	10	0	a,none\0
278	101	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	102	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	103	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	104	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	105	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	106	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	107	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	108	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	109	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	110	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	111	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	112	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	113	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	114	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	115	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	116	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	117	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	118	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	119	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	120	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	121	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	122	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	123	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	124	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	125	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	126	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	127	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	128	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	129	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
278	130	1	0	67	4294967295	1	6.00000000	1	i	1111	icon.skill0278		0	1	6	a,power02\0	0	8	10	0	a,none\0
279	1	3	1	80	400	1	3.00000000	1	f	279	icon.skill0279		1	0	0	a,none\0	0	9	11	0	a,none\0
279	2	3	1	87	400	1	3.00000000	1	f	279	icon.skill0279		1	0	0	a,none\0	0	9	11	0	a,none\0
279	3	3	1	93	400	1	3.00000000	1	f	279	icon.skill0279		1	0	0	a,none\0	0	9	11	0	a,none\0
279	4	3	1	98	400	1	3.00000000	1	f	279	icon.skill0279		1	0	0	a,none\0	0	9	11	0	a,none\0
279	5	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	0	0	a,none\0	0	9	11	0	a,none\0
279	101	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	102	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	103	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	104	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	105	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	106	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	107	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	108	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	109	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	110	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	111	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	112	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	113	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	114	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	115	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	116	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	117	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	118	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	119	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	120	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	121	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	122	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	123	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	124	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	125	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	126	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	127	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	128	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	129	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	130	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,power01\0	0	9	11	0	a,none\0
279	201	3	1	100	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	202	3	1	98	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	203	3	1	97	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	204	3	1	96	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	205	3	1	95	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	206	3	1	93	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	207	3	1	92	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	208	3	1	90	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	209	3	1	88	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	210	3	1	87	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	211	3	1	86	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	212	3	1	85	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	213	3	1	83	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	214	3	1	81	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	215	3	1	80	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	216	3	1	78	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	217	3	1	77	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	218	3	1	76	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	219	3	1	75	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	220	3	1	73	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	221	3	1	71	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	222	3	1	70	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	223	3	1	68	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	224	3	1	67	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	225	3	1	66	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	226	3	1	65	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	227	3	1	62	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	228	3	1	61	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	229	3	1	60	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	230	3	1	58	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,cost\0	0	9	11	0	a,none\0
279	301	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,chance\0	0	9	11	0	a,none\0
279	302	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,chance\0	0	9	11	0	a,none\0
279	303	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,chance\0	0	9	11	0	a,none\0
279	304	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,chance\0	0	9	11	0	a,none\0
279	305	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,chance\0	0	9	11	0	a,none\0
279	306	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,chance\0	0	9	11	0	a,none\0
279	307	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,chance\0	0	9	11	0	a,none\0
279	308	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,chance\0	0	9	11	0	a,none\0
279	309	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,chance\0	0	9	11	0	a,none\0
279	310	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,chance\0	0	9	11	0	a,none\0
279	311	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,chance\0	0	9	11	0	a,none\0
279	312	3	1	103	400	1	3.00000000	1	f	279	icon.skill0279		1	1	5	a,chance\0	0	9	11	0	a,none\0
